date,team,resource_category,quarter,total_cost,avg_utilization,running_total_cost
2024-09-04,HR,Storage,Q3,83.18,55.0,16848.219999999998
2024-09-05,HR,Storage,Q3,83.44,58.0,16931.659999999996
2024-09-06,HR,Storage,Q3,80.26,65.0,17011.919999999995
2024-09-07,HR,Storage,Q3,58.96,60.0,17070.879999999994
2024-09-08,HR,Storage,Q3,51.09,73.0,17121.969999999994
2024-09-09,HR,Storage,Q3,87.52,56.0,17209.489999999994
2024-09-10,HR,Storage,Q3,92.35,59.0,17301.839999999993
2024-09-11,HR,Storage,Q3,86.64,79.0,17388.479999999992
2024-09-12,HR,Storage,Q3,87.47,64.0,17475.949999999993
2024-09-13,HR,Storage,Q3,77.99,58.0,17553.939999999995
2024-09-14,HR,Storage,Q3,56.32,69.0,17610.259999999995
2024-09-15,HR,Storage,Q3,63.56,62.0,17673.82
2024-09-16,HR,Storage,Q3,86.44,60.0,17760.26
2024-09-17,HR,Storage,Q3,84.39,72.0,17844.649999999998
2024-09-18,HR,Storage,Q3,89.22,69.0,17933.87
2024-09-19,HR,Storage,Q3,79.75,63.0,18013.62
2024-09-20,HR,Storage,Q3,79.33,56.0,18092.95
2024-09-21,HR,Storage,Q3,63.17,67.0,18156.12
2024-09-22,HR,Storage,Q3,57.69,68.0,18213.809999999998
2024-09-23,HR,Storage,Q3,77.18,72.0,18290.989999999998
2024-09-24,HR,Storage,Q3,80.83,67.0,18371.82
2024-09-25,HR,Storage,Q3,86.1,66.0,18457.92
2024-09-26,HR,Storage,Q3,76.86,65.0,18534.78
2024-09-27,HR,Storage,Q3,82.02,67.0,18616.8
2024-09-28,HR,Storage,Q3,52.4,68.0,18669.2
2024-09-29,HR,Storage,Q3,57.81,78.0,18727.010000000002
2024-09-30,HR,Storage,Q3,90.48,66.0,18817.49
2024-10-01,HR,Storage,Q4,86.29,61.0,18903.78
2024-10-02,HR,Storage,Q4,87.85,75.0,18991.629999999997
2024-10-03,HR,Storage,Q4,99.76,73.0,19091.389999999996
2024-10-04,HR,Storage,Q4,70.24,55.0,19161.629999999997
2024-10-05,HR,Storage,Q4,67.11,75.0,19228.739999999998
2024-10-06,HR,Storage,Q4,54.12,54.0,19282.859999999997
2024-10-07,HR,Storage,Q4,87.91,58.0,19370.769999999997
2024-10-08,HR,Storage,Q4,76.98,71.0,19447.749999999996
2024-10-09,HR,Storage,Q4,89.64,75.0,19537.389999999996
2024-10-10,HR,Storage,Q4,76.02,70.0,19613.409999999996
2024-10-11,HR,Storage,Q4,80.66,60.0,19694.069999999996
2024-10-12,HR,Storage,Q4,59.26,69.0,19753.329999999994
2024-10-13,HR,Storage,Q4,62.44,75.0,19815.769999999993
2024-10-14,HR,Storage,Q4,82.19,71.0,19897.959999999992
2024-10-15,HR,Storage,Q4,244.01,73.0,20141.96999999999
2024-10-16,HR,Storage,Q4,221.08,54.0,20363.049999999992
2024-10-17,HR,Storage,Q4,269.37,68.0,20632.42
2024-10-18,HR,Storage,Q4,247.76,70.0,20880.179999999997
2024-10-19,HR,Storage,Q4,149.78,72.0,21029.959999999995
2024-10-20,HR,Storage,Q4,153.11,64.0,21183.069999999996
2024-10-21,HR,Storage,Q4,191.46,55.0,21374.529999999995
2024-10-22,HR,Storage,Q4,1574.34,100.0,22948.869999999995
2024-10-23,HR,Storage,Q4,244.43,62.0,23193.299999999996
2024-10-24,HR,Storage,Q4,250.3,62.0,23443.599999999995
2024-10-25,HR,Storage,Q4,224.76,62.0,23668.359999999993
2024-10-26,HR,Storage,Q4,65.1,68.0,23733.459999999992
2024-10-27,HR,Storage,Q4,186.27,100.0,23919.729999999992
2024-10-28,HR,Storage,Q4,90.39,74.0,24010.11999999999
2024-10-29,HR,Storage,Q4,90.87,63.0,24100.98999999999
2024-10-30,HR,Storage,Q4,98.62,76.0,24199.60999999999
2024-10-31,HR,Storage,Q4,96.41,83.0,24296.01999999999
2024-11-01,HR,Storage,Q4,103.1,71.0,24399.119999999988
2024-11-02,HR,Storage,Q4,66.93,59.0,24466.049999999996
2024-11-03,HR,Storage,Q4,64.19,67.0,24530.239999999994
2024-11-04,HR,Storage,Q4,91.1,52.0,24621.339999999993
2024-11-05,HR,Storage,Q4,90.75,66.0,24712.089999999993
2024-11-06,HR,Storage,Q4,100.45,64.0,24812.539999999994
2024-11-07,HR,Storage,Q4,92.49,65.0,24905.029999999995
2024-11-08,HR,Storage,Q4,75.01,60.0,24980.039999999994
2024-11-09,HR,Storage,Q4,68.45,80.0,25048.489999999994
2024-11-10,HR,Storage,Q4,60.78,63.0,25109.269999999993
2024-11-11,HR,Storage,Q4,89.14,51.0,25198.409999999993
2024-11-12,HR,Storage,Q4,91.96,69.0,25290.36999999999
2024-11-13,HR,Storage,Q4,93.29,65.0,25383.659999999993
2024-11-14,HR,Storage,Q4,91.82,72.0,25475.479999999992
2024-11-15,HR,Storage,Q4,90.92,69.0,25566.39999999999
2024-11-16,HR,Storage,Q4,64.34,54.0,25630.73999999999
2024-11-17,HR,Storage,Q4,57.81,60.0,25688.549999999992
2024-11-18,HR,Storage,Q4,92.11,77.0,25780.659999999996
2024-11-19,HR,Storage,Q4,88.71,53.0,25869.369999999995
2024-11-20,HR,Storage,Q4,70.15,56.0,25939.519999999997
2024-11-21,HR,Storage,Q4,91.34,56.0,26030.859999999997
2024-11-22,HR,Storage,Q4,76.85,56.0,26107.709999999995
2024-11-23,HR,Storage,Q4,60.85,73.0,26168.559999999994
2024-11-24,HR,Storage,Q4,64.52,69.0,26233.079999999994
2024-11-25,HR,Storage,Q4,80.4,64.0,26313.479999999996
2024-11-26,HR,Storage,Q4,99.2,83.0,26412.679999999997
2024-11-27,HR,Storage,Q4,107.53,64.0,26520.209999999995
2024-11-28,HR,Storage,Q4,95.2,63.0,26615.409999999996
2024-11-29,HR,Storage,Q4,89.87,63.0,26705.279999999995
2024-11-30,HR,Storage,Q4,66.67,73.0,26771.949999999993
2024-12-01,HR,Storage,Q4,57.17,45.0,26829.11999999999
2024-12-02,HR,Storage,Q4,92.96,61.0,26922.07999999999
2024-12-03,HR,Storage,Q4,100.18,61.0,27022.25999999999
2024-12-04,HR,Storage,Q4,105.12,66.0,27127.379999999997
2024-12-05,HR,Storage,Q4,87.71,57.0,27215.089999999997
2024-12-06,HR,Storage,Q4,90.41,76.0,27305.499999999996
2024-12-07,HR,Storage,Q4,79.27,68.0,27384.769999999997
2024-12-08,HR,Storage,Q4,66.74,73.0,27451.51
2024-12-09,HR,Storage,Q4,102.26,76.0,27553.769999999997
2024-12-10,HR,Storage,Q4,98.03,83.0,27651.799999999996
2024-12-11,HR,Storage,Q4,102.4,80.0,27754.199999999997
2024-12-12,HR,Storage,Q4,99.57,82.0,27853.769999999997
2024-12-13,HR,Storage,Q4,93.35,70.0,27947.119999999995
2024-12-14,HR,Storage,Q4,71.85,59.0,28018.969999999994
2024-12-15,HR,Storage,Q4,113.27,74.0,28132.239999999994
2024-12-16,HR,Storage,Q4,189.25,56.0,28321.489999999994
2024-12-17,HR,Storage,Q4,172.76,68.0,28494.249999999993
2024-12-18,HR,Storage,Q4,168.18,76.0,28662.429999999993
2024-12-19,HR,Storage,Q4,174.25,78.0,28836.679999999993
2024-12-20,HR,Storage,Q4,162.2,65.0,28998.879999999997
2024-12-21,HR,Storage,Q4,128.04,68.0,29126.92
2024-12-22,HR,Storage,Q4,126.12,68.0,29253.039999999997
2024-12-23,HR,Storage,Q4,164.46,65.0,29417.499999999996
2024-12-24,HR,Storage,Q4,181.58,60.0,29599.079999999998
2024-12-25,HR,Storage,Q4,99.87,67.0,29698.949999999997
2024-12-26,HR,Storage,Q4,94.96,53.0,29793.909999999996
2024-12-27,HR,Storage,Q4,102.51,54.0,29896.419999999995
2024-12-28,HR,Storage,Q4,61.17,56.0,29957.589999999993
2024-12-29,HR,Storage,Q4,512.81,93.0,30470.399999999994
2024-12-30,HR,Storage,Q4,104.24,60.0,30574.639999999996
2024-01-01,MAC5,Compute,Q1,778.12,49.0,778.12
2024-01-02,MAC5,Compute,Q1,716.27,58.0,1494.3899999999999
2024-01-03,MAC5,Compute,Q1,701.15,65.0,2195.54
2024-01-04,MAC5,Compute,Q1,805.12,59.0,3000.66
2024-01-05,MAC5,Compute,Q1,687.14,68.0,3687.7999999999997
2024-01-06,MAC5,Compute,Q1,561.53,60.0,4249.33
2024-01-07,MAC5,Compute,Q1,480.3,52.0,4729.63
2024-01-08,MAC5,Compute,Q1,857.85,76.0,5587.4800000000005
2024-01-09,MAC5,Compute,Q1,895.88,84.0,6483.360000000001
2024-01-10,MAC5,Compute,Q1,736.9,58.0,7220.26
2024-01-11,MAC5,Compute,Q1,800.88,58.0,8021.14
2024-01-12,MAC5,Compute,Q1,802.31,65.0,8823.45
2024-01-13,MAC5,Compute,Q1,567.53,56.0,9390.980000000001
2024-01-14,MAC5,Compute,Q1,500.5,59.0,9891.480000000001
2024-01-15,MAC5,Compute,Q1,643.35,72.0,10534.830000000002
2024-01-16,MAC5,Compute,Q1,802.87,67.0,11337.700000000003
2024-01-17,MAC5,Compute,Q1,745.99,61.0,12083.690000000002
2024-01-18,MAC5,Compute,Q1,733.9,72.0,12817.590000000002
2024-01-19,MAC5,Compute,Q1,756.79,62.0,13574.380000000001
2024-01-20,MAC5,Compute,Q1,555.44,66.0,14129.820000000002
2024-01-21,MAC5,Compute,Q1,602.59,75.0,14732.410000000002
2024-01-22,MAC5,Compute,Q1,764.52,71.0,15496.93
2024-01-23,MAC5,Compute,Q1,820.85,67.0,16317.78
2024-01-24,MAC5,Compute,Q1,757.69,75.0,17075.47
2024-01-25,MAC5,Compute,Q1,810.82,58.0,17886.29
2024-01-26,MAC5,Compute,Q1,837.35,65.0,18723.64
2024-01-27,MAC5,Compute,Q1,524.66,52.0,19248.3
2024-01-28,MAC5,Compute,Q1,520.05,76.0,19768.35
2024-01-29,MAC5,Compute,Q1,820.77,62.0,20589.12
2024-01-30,MAC5,Compute,Q1,765.23,62.0,21354.35
2024-01-31,MAC5,Compute,Q1,771.96,68.0,22126.309999999998
2024-02-01,MAC5,Compute,Q1,784.44,72.0,22910.749999999996
2024-02-02,MAC5,Compute,Q1,786.61,54.0,23697.359999999997
2024-02-03,MAC5,Compute,Q1,588.12,53.0,24285.479999999996
2024-02-04,MAC5,Compute,Q1,587.84,71.0,24873.319999999996
2024-02-05,MAC5,Compute,Q1,832.02,67.0,25705.339999999997
2024-02-06,MAC5,Compute,Q1,795.02,57.0,26500.359999999997
2024-02-07,MAC5,Compute,Q1,916.15,76.0,27416.510000000002
2024-02-08,MAC5,Compute,Q1,803.25,71.0,28219.760000000002
2024-02-09,MAC5,Compute,Q1,698.13,62.0,28917.890000000003
2024-02-10,MAC5,Compute,Q1,485.33,84.0,29403.220000000005
2024-02-11,MAC5,Compute,Q1,469.36,61.0,29872.580000000005
2024-02-12,MAC5,Compute,Q1,771.11,60.0,30643.690000000006
2024-02-13,MAC5,Compute,Q1,838.99,58.0,31482.680000000008
2024-02-14,MAC5,Compute,Q1,808.23,51.0,32290.910000000007
2024-02-15,MAC5,Compute,Q1,843.25,66.0,33134.16
2024-02-16,MAC5,Compute,Q1,875.45,70.0,34009.61
2024-02-17,MAC5,Compute,Q1,591.86,58.0,34601.47
2024-02-18,MAC5,Compute,Q1,586.59,70.0,35188.06
2024-02-19,MAC5,Compute,Q1,875.67,75.0,36063.729999999996
2024-02-20,MAC5,Compute,Q1,809.35,71.0,36873.079999999994
2024-02-21,MAC5,Compute,Q1,782.48,70.0,37655.56
2024-02-22,MAC5,Compute,Q1,855.35,59.0,38510.909999999996
2024-02-23,MAC5,Compute,Q1,801.66,69.0,39312.57
2024-02-24,MAC5,Compute,Q1,569.45,59.0,39882.02
2024-02-25,MAC5,Compute,Q1,573.52,53.0,40455.53999999999
2024-02-26,MAC5,Compute,Q1,949.86,70.0,41405.399999999994
2024-02-27,MAC5,Compute,Q1,809.85,52.0,42215.24999999999
2024-02-28,MAC5,Compute,Q1,803.63,70.0,43018.87999999999
2024-02-29,MAC5,Compute,Q1,857.66,76.0,43876.53999999999
2024-03-01,MAC5,Compute,Q1,816.19,69.0,44692.729999999996
2024-03-02,MAC5,Compute,Q1,689.21,66.0,45381.939999999995
2024-03-03,MAC5,Compute,Q1,532.18,50.0,45914.119999999995
2024-03-04,MAC5,Compute,Q1,895.15,63.0,46809.27
2024-03-05,MAC5,Compute,Q1,905.01,51.0,47714.28
2024-03-06,MAC5,Compute,Q1,787.53,62.0,48501.81
2024-03-07,MAC5,Compute,Q1,807.96,56.0,49309.77
2024-03-08,MAC5,Compute,Q1,873.84,75.0,50183.60999999999
2024-03-09,MAC5,Compute,Q1,647.55,58.0,50831.159999999996
2024-03-10,MAC5,Compute,Q1,628.17,65.0,51459.33
2024-03-11,MAC5,Compute,Q1,912.19,78.0,52371.520000000004
2024-03-12,MAC5,Compute,Q1,926.07,57.0,53297.590000000004
2024-03-13,MAC5,Compute,Q1,912.65,62.0,54210.240000000005
2024-03-14,MAC5,Compute,Q1,901.59,77.0,55111.83
2024-03-15,MAC5,Compute,Q1,917.73,65.0,56029.560000000005
2024-03-16,MAC5,Compute,Q1,616.0,67.0,56645.560000000005
2024-03-17,MAC5,Compute,Q1,627.24,59.0,57272.8
2024-03-18,MAC5,Compute,Q1,738.31,60.0,58011.11
2024-03-19,MAC5,Compute,Q1,870.43,61.0,58881.54
2024-03-20,MAC5,Compute,Q1,964.92,72.0,59846.46
2024-03-21,MAC5,Compute,Q1,949.15,69.0,60795.61
2024-03-22,MAC5,Compute,Q1,820.89,61.0,61616.5
2024-03-23,MAC5,Compute,Q1,653.57,66.0,62270.07
2024-03-24,MAC5,Compute,Q1,705.25,59.0,62975.32
2024-03-25,MAC5,Compute,Q1,800.14,70.0,63775.46
2024-03-26,MAC5,Compute,Q1,867.63,49.0,64643.09
2024-03-27,MAC5,Compute,Q1,854.69,70.0,65497.78
2024-03-28,MAC5,Compute,Q1,942.43,52.0,66440.20999999999
2024-03-29,MAC5,Compute,Q1,909.32,65.0,67349.53
2024-03-30,MAC5,Compute,Q1,628.56,60.0,67978.09
2024-03-31,MAC5,Compute,Q1,614.47,63.0,68592.56
2024-04-01,MAC5,Compute,Q2,928.01,71.0,69520.56999999999
2024-04-02,MAC5,Compute,Q2,1024.23,70.0,70544.79999999999
2024-04-03,MAC5,Compute,Q2,866.55,51.0,71411.34999999999
2024-04-04,MAC5,Compute,Q2,969.96,64.0,72381.31
2024-04-05,MAC5,Compute,Q2,872.88,74.0,73254.19
2024-04-06,MAC5,Compute,Q2,711.51,79.0,73965.7
2024-04-07,MAC5,Compute,Q2,688.46,71.0,74654.16
2024-04-08,MAC5,Compute,Q2,980.49,70.0,75634.65000000001
2024-04-09,MAC5,Compute,Q2,784.47,57.0,76419.12000000001
2024-04-10,MAC5,Compute,Q2,907.24,57.0,77326.36000000002
2024-04-11,MAC5,Compute,Q2,990.86,62.0,78317.22
2024-04-12,MAC5,Compute,Q2,1006.59,78.0,79323.81
2024-04-13,MAC5,Compute,Q2,614.73,68.0,79938.54
2024-04-14,MAC5,Compute,Q2,708.72,68.0,80647.26
2024-04-15,MAC5,Compute,Q2,948.57,73.0,81595.83
2024-04-16,MAC5,Compute,Q2,998.19,61.0,82594.02
2024-04-17,MAC5,Compute,Q2,915.21,55.0,83509.23000000001
2024-04-18,MAC5,Compute,Q2,1082.43,70.0,84591.66
2024-04-19,MAC5,Compute,Q2,804.15,67.0,85395.81
2024-04-20,MAC5,Compute,Q2,600.32,59.0,85996.13
2024-04-21,MAC5,Compute,Q2,635.45,52.0,86631.58
2024-04-22,MAC5,Compute,Q2,891.46,69.0,87523.04000000001
2024-04-23,MAC5,Compute,Q2,947.3,70.0,88470.34000000001
2024-04-24,MAC5,Compute,Q2,933.39,63.0,89403.73000000001
2024-04-25,MAC5,Compute,Q2,957.0,73.0,90360.73000000001
2024-04-26,MAC5,Compute,Q2,934.53,67.0,91295.26000000001
2024-04-27,MAC5,Compute,Q2,678.55,73.0,91973.81
2024-04-28,MAC5,Compute,Q2,646.71,63.0,92620.52
2024-04-29,MAC5,Compute,Q2,952.21,57.0,93572.73000000001
2024-04-30,MAC5,Compute,Q2,1190.66,71.0,94763.39000000001
2024-05-01,MAC5,Compute,Q2,1062.96,62.0,95826.35000000002
2024-05-02,MAC5,Compute,Q2,893.05,48.0,96719.40000000002
2024-05-03,MAC5,Compute,Q2,854.9,67.0,97574.30000000002
2024-05-04,MAC5,Compute,Q2,750.15,63.0,98324.45000000001
2024-05-05,MAC5,Compute,Q2,732.34,53.0,99056.79000000001
2024-05-06,MAC5,Compute,Q2,1000.4,62.0,100057.19
2024-05-07,MAC5,Compute,Q2,1159.47,70.0,101216.66
2024-05-08,MAC5,Compute,Q2,1087.15,65.0,102303.81
2024-05-09,MAC5,Compute,Q2,1076.92,62.0,103380.73
2024-05-10,MAC5,Compute,Q2,1029.92,66.0,104410.65
2024-05-11,MAC5,Compute,Q2,699.4,52.0,105110.04999999999
2024-05-12,MAC5,Compute,Q2,749.59,78.0,105859.63999999998
2024-05-13,MAC5,Compute,Q2,920.3,55.0,106779.94
2024-05-14,MAC5,Compute,Q2,1056.02,61.0,107835.96
2024-05-15,MAC5,Compute,Q2,1150.87,70.0,108986.83
2024-05-16,MAC5,Compute,Q2,1012.48,70.0,109999.31
2024-05-17,MAC5,Compute,Q2,869.55,79.0,110868.86
2024-05-18,MAC5,Compute,Q2,779.89,62.0,111648.75
2024-05-19,MAC5,Compute,Q2,771.79,66.0,112420.54
2024-05-20,MAC5,Compute,Q2,1044.89,69.0,113465.43
2024-05-21,MAC5,Compute,Q2,947.04,61.0,114412.46999999999
2024-05-22,MAC5,Compute,Q2,1020.6,51.0,115433.06999999999
2024-05-23,MAC5,Compute,Q2,1095.75,68.0,116528.81999999999
2024-05-24,MAC5,Compute,Q2,939.77,69.0,117468.59
2024-05-25,MAC5,Compute,Q2,779.47,62.0,118248.06
2024-05-26,MAC5,Compute,Q2,738.22,62.0,118986.28
2024-05-27,MAC5,Compute,Q2,901.79,70.0,119888.06999999999
2024-05-28,MAC5,Compute,Q2,758.44,59.0,120646.51
2024-05-29,MAC5,Compute,Q2,999.19,48.0,121645.70000000001
2024-05-30,MAC5,Compute,Q2,1001.93,66.0,122647.63
2024-05-31,MAC5,Compute,Q2,1069.63,60.0,123717.26000000001
2024-06-01,MAC5,Compute,Q2,921.08,82.0,124638.34000000001
2024-06-02,MAC5,Compute,Q2,786.28,70.0,125424.62000000001
2024-06-03,MAC5,Compute,Q2,1094.18,53.0,126518.8
2024-06-04,MAC5,Compute,Q2,883.85,60.0,127402.65000000001
2024-06-05,MAC5,Compute,Q2,1071.76,58.0,128474.41
2024-06-06,MAC5,Compute,Q2,1023.48,75.0,129497.89
2024-06-07,MAC5,Compute,Q2,959.6,58.0,130457.49
2024-06-08,MAC5,Compute,Q2,777.38,64.0,131234.87
2024-06-09,MAC5,Compute,Q2,692.9,72.0,131927.77
2024-06-10,MAC5,Compute,Q2,1208.35,68.0,133136.12
2024-06-11,MAC5,Compute,Q2,1095.46,62.0,134231.58
2024-06-12,MAC5,Compute,Q2,1260.61,71.0,135492.18999999997
2024-06-13,MAC5,Compute,Q2,1150.33,73.0,136642.51999999996
2024-06-14,MAC5,Compute,Q2,1026.41,82.0,137668.93000000002
2024-06-15,MAC5,Compute,Q2,860.8,73.0,138529.73
2024-06-16,MAC5,Compute,Q2,713.02,59.0,139242.75
2024-06-17,MAC5,Compute,Q2,877.83,52.0,140120.58
2024-06-18,MAC5,Compute,Q2,1109.6,61.0,141230.18
2024-06-19,MAC5,Compute,Q2,1143.32,83.0,142373.5
2024-06-20,MAC5,Compute,Q2,1026.62,52.0,143400.12
2024-06-21,MAC5,Compute,Q2,1100.83,84.0,144500.94999999998
2024-06-22,MAC5,Compute,Q2,789.8,65.0,145290.74999999997
2024-06-23,MAC5,Compute,Q2,706.26,53.0,145997.00999999998
2024-06-24,MAC5,Compute,Q2,1104.42,67.0,147101.43
2024-06-25,MAC5,Compute,Q2,1264.52,76.0,148365.94999999998
2024-06-26,MAC5,Compute,Q2,1133.93,77.0,149499.87999999998
2024-06-27,MAC5,Compute,Q2,1107.87,60.0,150607.74999999997
2024-06-28,MAC5,Compute,Q2,1092.42,61.0,151700.16999999998
2024-06-29,MAC5,Compute,Q2,800.75,69.0,152500.91999999998
2024-06-30,MAC5,Compute,Q2,736.14,61.0,153237.06000000003
2024-07-01,MAC5,Compute,Q3,1055.61,68.0,154292.67
2024-07-02,MAC5,Compute,Q3,1161.67,76.0,155454.34000000003
2024-07-03,MAC5,Compute,Q3,1132.03,54.0,156586.37000000002
2024-07-04,MAC5,Compute,Q3,1287.89,65.0,157874.26000000004
2024-07-05,MAC5,Compute,Q3,1130.18,54.0,159004.44000000003
2024-07-06,MAC5,Compute,Q3,649.57,59.0,159654.01000000004
2024-07-07,MAC5,Compute,Q3,762.65,65.0,160416.66000000003
2024-07-08,MAC5,Compute,Q3,1270.17,72.0,161686.83000000005
2024-07-09,MAC5,Compute,Q3,1160.49,70.0,162847.32000000004
2024-07-10,MAC5,Compute,Q3,1031.27,48.0,163878.59000000003
2024-07-11,MAC5,Compute,Q3,1094.08,53.0,164972.67
2024-07-12,MAC5,Compute,Q3,1113.84,72.0,166086.51
2024-07-13,MAC5,Compute,Q3,856.98,64.0,166943.49000000002
2024-07-14,MAC5,Compute,Q3,811.57,62.0,167755.06000000003
2024-07-15,MAC5,Compute,Q3,1266.69,55.0,169021.75000000003
2024-07-16,MAC5,Compute,Q3,1097.66,66.0,170119.41000000003
2024-07-17,MAC5,Compute,Q3,1167.62,61.0,171287.03000000003
2024-07-18,MAC5,Compute,Q3,950.87,65.0,172237.90000000002
2024-07-19,MAC5,Compute,Q3,1075.55,76.0,173313.45
2024-07-20,MAC5,Compute,Q3,769.46,70.0,174082.91
2024-07-21,MAC5,Compute,Q3,854.31,58.0,174937.22
2024-07-22,MAC5,Compute,Q3,1099.41,72.0,176036.63
2024-07-23,MAC5,Compute,Q3,1189.62,61.0,177226.25
2024-07-24,MAC5,Compute,Q3,1315.91,59.0,178542.16
2024-07-25,MAC5,Compute,Q3,1147.55,60.0,179689.71
2024-07-26,MAC5,Compute,Q3,1160.28,72.0,180849.99
2024-07-27,MAC5,Compute,Q3,926.03,74.0,181776.02
2024-07-28,MAC5,Compute,Q3,792.3,62.0,182568.31999999998
2024-07-29,MAC5,Compute,Q3,1186.85,69.0,183755.16999999998
2024-07-30,MAC5,Compute,Q3,919.56,62.0,184674.72999999998
2024-07-31,MAC5,Compute,Q3,1208.94,65.0,185883.66999999998
2024-08-01,MAC5,Compute,Q3,1173.22,72.0,187056.89000000004
2024-08-02,MAC5,Compute,Q3,1097.9,70.0,188154.79000000004
2024-08-03,MAC5,Compute,Q3,876.75,50.0,189031.54000000004
2024-08-04,MAC5,Compute,Q3,769.82,72.0,189801.36000000004
2024-08-05,MAC5,Compute,Q3,7549.14,77.0,197350.50000000006
2024-08-06,MAC5,Compute,Q3,7906.04,79.0,205256.54000000007
2024-08-07,MAC5,Compute,Q3,6824.19,69.0,212080.73000000007
2024-08-08,MAC5,Compute,Q3,7328.43,73.0,219409.16000000006
2024-08-09,MAC5,Compute,Q3,6276.43,64.0,225685.59000000005
2024-08-10,MAC5,Compute,Q3,5514.16,67.0,231199.75000000006
2024-08-11,MAC5,Compute,Q3,5173.89,68.0,236373.64000000007
2024-08-12,MAC5,Compute,Q3,6079.56,56.0,242453.20000000007
2024-08-13,MAC5,Compute,Q3,1113.1,57.0,243566.30000000008
2024-08-14,MAC5,Compute,Q3,1260.42,76.0,244826.7200000001
2024-08-15,MAC5,Compute,Q3,1069.48,62.0,245896.2000000001
2024-08-16,MAC5,Compute,Q3,911.1,60.0,246807.3000000001
2024-08-17,MAC5,Compute,Q3,875.12,67.0,247682.42000000004
2024-08-18,MAC5,Compute,Q3,767.99,54.0,248450.41000000003
2024-08-19,MAC5,Compute,Q3,1282.73,75.0,249733.14000000004
2024-08-20,MAC5,Compute,Q3,1070.88,59.0,250804.02000000005
2024-08-21,MAC5,Compute,Q3,1096.42,60.0,251900.44000000006
2024-08-22,MAC5,Compute,Q3,8903.14,100.0,260803.58000000007
2024-08-23,MAC5,Compute,Q3,1207.71,70.0,262011.29000000007
2024-08-24,MAC5,Compute,Q3,838.44,69.0,262849.73000000004
2024-08-25,MAC5,Compute,Q3,832.95,68.0,263682.68000000005
2024-08-26,MAC5,Compute,Q3,1243.36,70.0,264926.04000000004
2024-08-27,MAC5,Compute,Q3,1300.83,76.0,266226.87000000005
2024-08-28,MAC5,Compute,Q3,1229.11,50.0,267455.98000000004
2024-08-29,MAC5,Compute,Q3,1137.84,54.0,268593.82000000007
2024-08-30,MAC5,Compute,Q3,1155.0,79.0,269748.82000000007
2024-08-31,MAC5,Compute,Q3,899.01,71.0,270647.8300000001
2024-09-01,MAC5,Compute,Q3,844.97,52.0,271492.80000000005
2024-09-02,MAC5,Compute,Q3,1032.95,53.0,272525.75000000006
2024-09-03,MAC5,Compute,Q3,1221.92,64.0,273747.67000000004
2024-09-04,MAC5,Compute,Q3,1126.96,60.0,274874.63000000006
2024-09-05,MAC5,Compute,Q3,1312.29,74.0,276186.92000000004
2024-09-06,MAC5,Compute,Q3,1391.88,85.0,277578.80000000005
2024-09-07,MAC5,Compute,Q3,858.55,45.0,278437.35000000003
2024-09-08,MAC5,Compute,Q3,775.36,75.0,279212.71
2024-09-09,MAC5,Compute,Q3,1117.7,65.0,280330.41000000003
2024-09-10,MAC5,Compute,Q3,1220.24,67.0,281550.65
2024-09-11,MAC5,Compute,Q3,1315.38,61.0,282866.03
2024-09-12,MAC5,Compute,Q3,1200.62,66.0,284066.65
2024-09-13,MAC5,Compute,Q3,1249.54,69.0,285316.19
2024-09-14,MAC5,Compute,Q3,918.59,58.0,286234.78
2024-09-15,MAC5,Compute,Q3,768.69,50.0,287003.47000000003
2024-09-16,MAC5,Compute,Q3,1374.21,75.0,288377.68000000005
2024-09-17,MAC5,Compute,Q3,1273.04,83.0,289650.72000000003
2024-09-18,MAC5,Compute,Q3,1118.0,58.0,290768.7200000001
2024-09-19,MAC5,Compute,Q3,1076.89,73.0,291845.6100000001
2024-09-20,MAC5,Compute,Q3,1128.96,63.0,292974.5700000001
2024-09-21,MAC5,Compute,Q3,1116.84,80.0,294091.41000000015
2024-09-22,MAC5,Compute,Q3,864.06,59.0,294955.47000000015
2024-09-23,MAC5,Compute,Q3,1135.43,48.0,296090.90000000014
2024-09-24,MAC5,Compute,Q3,1153.67,59.0,297244.5700000001
2024-09-25,MAC5,Compute,Q3,1167.21,62.0,298411.78000000014
2024-09-26,MAC5,Compute,Q3,1427.7,72.0,299839.48000000016
2024-09-27,MAC5,Compute,Q3,1163.97,60.0,301003.4500000001
2024-09-28,MAC5,Compute,Q3,792.96,73.0,301796.41000000015
2024-09-29,MAC5,Compute,Q3,5969.82,85.0,307766.23000000016
2024-09-30,MAC5,Compute,Q3,1238.52,73.0,309004.7500000002
2024-10-01,MAC5,Compute,Q4,1356.02,67.0,310360.7700000002
2024-10-02,MAC5,Compute,Q4,1050.14,66.0,311410.9100000002
2024-10-03,MAC5,Compute,Q4,1230.09,64.0,312641.00000000023
2024-10-04,MAC5,Compute,Q4,1255.06,85.0,313896.0600000001
2024-10-05,MAC5,Compute,Q4,976.56,77.0,314872.6200000001
2024-10-06,MAC5,Compute,Q4,837.13,63.0,315709.7500000001
2024-10-07,MAC5,Compute,Q4,1237.85,56.0,316947.6000000001
2024-10-08,MAC5,Compute,Q4,1200.59,68.0,318148.1900000001
2024-10-09,MAC5,Compute,Q4,1283.37,57.0,319431.5600000001
2024-10-10,MAC5,Compute,Q4,1422.88,71.0,320854.4400000001
